IPI,UniProt,Name,Intensity,NumPeptides,Fr1,Fr2,Fr3,Fr4,Fr5,Fr6,Fr7,Fr8
IPI00112322,P17717,"UDP-glucuronosyltransferase 2B5 precursor, microsomal ",4.70440812196527,4,0.24923049250261,0.81073733267964,0.70856350679278,0.846663126696,0.59482107280555,0.85830261335633,0.53540676936084,0.51627028718695
IPI00112448,P09900,"40S ribosomal protein S10 ",3.83592822621896,3,0.27511038156337,0.66641027958263,0.529965656122,0.57491380844209,0.575695874855,0.38110070966456,0.66031778659905,0.54788304029525
IPI00112549,P41216,"Long-chain-fatty-acid--CoA ligase 2 ",4.93328252303149,5,0.26242373107479,0.57682618542772,0.70477123272002,1,0.87210143885711,0.58285406902596,0.3885443320357,0.20352188129547
IPI00112816,P17742,"peptidylprolyl isomerase A, full insert sequence ",4.24492647014027,1,0.49417106271434,,0.50944030346221,0.46811190927934,0.52437238264944,,1,0.55892470234163
IPI00112935,Q9CZN7,"SERINE HYDROXYMETHYLTRANSFERASE ",4.19628017331887,3,0.05330049370238,0.16980368586095,0.37100913258658,0.70187310078108,0.74750791696542,0.23677471281364,0.13418857994442,0.09891501581808
IPI00112947,P19001,"Keratin, type I cytoskeletal 19 ",4.54358206999879,5,0.40710296763141,0.60489257508578,0.67245935059087,0.61919352243632,0.59946332796453,0.5786202032011,0.46008733752037,0.43982734074723
IPI00113073,Q9CZS1,"aldehyde dehydrogenase 1 family, member B1, full insert sequence ",5.5557197433314,1,0.19224633371461,,0.82161972208468,1,0.79227087059227,0.42002602205793,0.23229977306979,0.0839670153638
IPI00113141,Q9CZU6,"citrate synthase, full insert sequence ",5.38346874109255,1,0.1133062507216,0.30098551290295,0.47275471707737,1,0.87057585031278,0.89508185214204,0.2079066932912,0.10886989881034
IPI00113241,Q9CZX8,"40S ribosomal protein S19 ",4.12642727345965,4,0.32215681099603,0.71093682838895,0.46905648450815,0.71559485713509,0.66973463460716,0.52459478502439,0.60900840712146,0.38045220799593
IPI00113318,,"ubiquitin-conjugating enzyme E2N , similar to",4.06735016170722,1,0.05519316952791,0.3847968935848,0.44790974205761,0.25449747070057,1,0.58810012473202,0.38544786053854,0.10630680983843
IPI00113517,P10605,"Cathepsin B precursor ",4.66634216168295,1,0.32668843012445,0.54182558382953,0.66648555672449,0.97471570023308,0.96437676553315,0.54557860833104,1,0.99169280168728
IPI00113655,P10660,"40S ribosomal protein S6 ",3.15196880733783,1,0.39470275461694,1,,0.12707236412819,0.37381338829592,0.16169263124278,0.10454200492608,0.27863794435486
IPI00113801,P56480,"ATP synthase beta chain, mitochondrial precursor ",6.13935978541873,5,0.19329717475331,0.55453635017004,0.84719199309333,0.86533746000744,0.63807788910505,0.4127434106352,0.1747924540954,0.07056078410231
IPI00114209,P26443,"Glutamate dehydrogenase, mitochondrial precursor ",5.48249480433735,5,0.14754652144466,0.56476729672125,0.7954620956231,0.9953482271695,0.83549039719124,0.45354086972534,0.22067138687405,0.07934086138753
IPI00114331,O09174,"alpha-methylacyl-CoA racemase ",4.29097898131412,1,0.9226107205663,1,0.66098343907556,0.64774062608081,0.39253366262516,0.23070969155656,0.04922589149182,0.02178670000416
IPI00114377,P48771,"Cytochrome c oxidase polypeptide VIIa-liver/heart, mitochondrial precursor ",4.82943664077112,1,0.12167604006351,0.51049844249076,0.48199532123609,1,0.7269263938574,0.2545201178068,0.04326785228344,0.00758979727764
IPI00114473,P11438,"Lysosome-associated membrane glycoprotein 1 precursor ",4.00714364472243,1,0.17870249902891,0.2927980321833,0.54581943622362,0.9684115228617,1,0.99625675347435,0.94080126097619,0.51307133669397
IPI00114593,P04270,"Actin, alpha cardiac ",5.28832377116689,5,0.03784582822115,0.1905380629794,0.4129086945636,0.48272546526234,0.74450399307523,0.7402065567764,1,0.82857277357552
IPI00114710,Q05920,"Pyruvate carboxylase, mitochondrial precursor ",5.30395816194229,5,0.14694255490123,0.58781397404846,0.76401917353479,0.6365680839144,0.55547668115435,0.29902436432602,0.12664957910543,0.0491782085624
IPI00114778,P56654,"Cytochrome P450 2C37 ",3.84376431542969,5,0.13065617819167,0.44103756070682,0.32873603249496,0.39291364929707,0.4571688578865,0.90574019801256,0.80063788313688,0.90401883804665
IPI00114779,P56655,"Cytochrome P450 2C38 ",3.94582843853092,3,0.16612159645557,0.48922525724657,0.43702747354266,0.75615474172588,0.7114967192678,0.7315205206179,0.8978485595409,0.68710394823802
IPI00114780,P56656,"Cytochrome P450 2C39 ",3.93543087592802,2,0.33799890713585,0.34364986182175,0.40444253955374,0.33253423597339,0.47685575870918,0.75677696099238,0.67538464728835,0.79609487467223
IPI00114781,P56657,"Cytochrome P450 2C40 ",3.01031104694168,2,0.05619259275873,0.19039199415049,0.03462501235665,0.32909490258292,0.81402576444467,0.16986464659018,1,0.64403035837953
IPI00114866,Q99J39,"Mlycd protein ",3.55027931094838,1,0.23306948372925,0.01182819162846,0.81563964833,0.94141787370678,1,0.64292697408656,0.51498422997977,0.42768892961208
IPI00114957,Q99J99,"3-mercaptopyruvate sulfurtransferase ",4.69385521725976,2,0.06220353670173,0.34891760204596,0.62371063507872,1,0.72094577571035,0.49997600655954,0.14198632541489,0.0720537646272
IPI00115212,P11588,"Major urinary protein 1 precursor ",5.50160772792339,5,0.52039000245885,0.83809163273232,0.82886854373802,0.83038226671876,0.97908300590952,0.79786793940823,0.81564479887647,0.61439679652872
IPI00115243,P11591,"Major urinary protein 5 precursor ",5.64912274152742,1,0.48941187783091,0.80490801630651,0.88460104418277,0.96599817593394,1,0.75703067462505,0.82993594873642,0.58226247352825
IPI00115302,Q6P3A8,"Branched chain ketoacid dehydrogenase E1, beta polypeptide ",3.17599625973202,1,0.03191721704976,0.37260359105439,0.84568999304599,1,0.39905251273526,0.24912149147558,0.10473017446482,0.04141554861401
IPI00115362,P56716,"Oxygen-regulated protein 1 ",3.39720658528551,1,0.0127745758885,0.1967356425144,0.71967122711231,1,0.50803892570724,0.19518990598903,0.04251361779678,0.02114159947253
IPI00115492,Q99K30,"Epidermal growth factor receptor pathway substrate 8-like protein 2 ",3.92408264815466,1,0.0212188581843,0.5503847046298,1,0.61967403256522,0.77065979810729,0.32834835554943,0.14359797229397,0.02805825933403
IPI00115546,P18873,"Guanine nucleotide-binding protein G(o), alpha subunit 2 ",4.0483478779853,1,,,0.6820109187532,1,0.78636089008581,,0.16687443966707,
IPI00115564,P48962,"ADP,ATP carrier protein, heart/skeletal muscle isoform T1 ",4.80072592746271,5,0.15706158891768,0.573108311526,0.81805570818743,1,0.64646920574988,0.38124458082524,0.17540338085078,0.09386305880742
IPI00115599,P50172,"Corticosteroid 11-beta-dehydrogenase, isozyme 1 ",4.62455254184915,5,0.43797007757022,0.69090745014572,0.7007674745699,0.89960007270465,0.90960398593849,0.84787991478153,0.81452060295709,0.69376021073074
IPI00115607,Q99JY0,"Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase ",4.71755239873289,5,0.20851401567367,0.64947275302873,0.77601454713326,1,0.687032252394,0.4701127033883,0.31716881648109,0.19770222610886
IPI00115679,Q8BHN3,"Neutral alpha-glucosidase AB precursor ",3.1355526716681,5,0.3049998529143,0.74549380749436,0.77555039767707,0.62795516051258,0.42862704835809,0.55055712620014,0.60002294851968,0.66516694990158
IPI00115824,O55125,"NipSnap1 protein ",4.59406461919763,3,0.08776519132919,0.44924725286805,0.77918496428922,1,0.68205367512549,0.33266610809732,0.13911447233623,0.03013062770453
IPI00115827,O55126,"NipSnap2 protein ",3.39720658528551,1,0.0127745758885,0.1967356425144,0.71967122711231,1,0.50803892570724,0.19518990598903,0.04251361779678,0.02114159947253
IPI00115867,Q8VCC2,"Carboxylesterase precursor ",4.6134036821045,5,0.43908362018483,0.59580683341783,0.62158468858738,0.62213573884532,0.53497805240987,0.56602519186634,0.82876817771544,0.84210091898452
IPI00116055,,"Ensembl_locations(Chr-bp):9-80901999 ",5.13942759964095,1,0.16097268211493,0.53756943866526,0.45021998111579,0.79808712086634,0.82474360608292,0.78620306148595,1,0.68624282366652
IPI00116074,Q99KI0,"Aconitase 2, mitochondrial ",3.7634182173961,4,0.11180915097815,0.50939967419189,0.46155386431053,0.77751999154645,0.77508853804344,0.62461447480839,0.26872880679469,0.12434212666749
IPI00116192,P20108,"Thioredoxin-dependent peroxide reductase, mitochondrial precursor ",4.80173853881665,3,0.12207121767146,0.55026704520195,0.73059162652456,0.91112857923916,0.92854049625254,0.51405899639437,0.21785177714454,0.04503525005887
IPI00116221,Q99KR3,"Lactamase, beta 2 ",3.33318876346515,2,0.52875514968148,0.669935892069,0.88916002530876,0.79535282126242,0.49365706643297,0.26976994012071,0.18172120579899,0.15483045205801
IPI00116222,Q99L13,"3-hydroxyisobutyrate dehydrogenase, mitochondrial precursor ",5.45559281289039,1,0.16584609495615,0.45252766571419,0.95202008869356,1,0.94066532891742,0.62561493019515,0.1503534310524,0.0537081466865
IPI00116254,O08807,"Peroxiredoxin 4 ",5.44259912776535,1,0.37428960573032,0.96022231185376,0.88088123728784,1,0.92487458251363,0.8073981104366,0.70960573858133,0.42215224883548
IPI00116277,P80315,"T-complex protein 1, delta subunit ",2.82658914020013,1,,,,0.3040070793489,,0.69765647793142,0.31651171696448,1
IPI00116281,P80317,"T-complex protein 1, zeta subunit ",3.37907073077734,2,0.15386093299598,0.10333007203197,0.20519730634366,0.36844111208771,0.29729707192235,0.42252643839775,1,0.75968481403771
IPI00116432,P50285,"Dimethylaniline monooxygenase [N-oxide-forming] 1 ",4.12562745668526,5,0.25063378503768,0.315992953425,0.36601157243489,0.29686357994809,0.71580710824769,0.63149509880023,0.91155282786362,0.72850823545954
IPI00116498,P35215,"14-3-3 protein zeta/delta ",2.80978941128547,1,0.19145114776382,0.27136421308092,0.67412686827524,0.79094653158756,1,0.63492851650542,0.58558905374071,0.24494862968506
IPI00116572,P11714,"Cytochrome P450 2D9 ",4.71969900571369,5,0.35718037854909,0.3897999448265,0.54196698351496,0.62644910658107,0.68080436034535,0.74857278274352,0.86181027021437,0.83012255211352
IPI00116603,P11725,"Ornithine carbamoyltransferase, mitochondrial precursor ",5.72515736939465,5,0.2444595999754,0.67228462563877,0.90762098796019,1,0.67489382917267,0.31427337001059,0.1127579858223,0.04971779615718
IPI00116748,Q99LC3,"NADH-ubiquinone oxidoreductase 42 kDa subunit, mitochondrial precursor ",3.60228774882314,3,0.04184902842182,0.32352626380961,1,0.83811314048653,0.78417286781499,0.21851698370819,0.10202099456326,0.0675168779281
IPI00116753,Q99LC5,"Electron transfer flavoprotein alpha-subunit, mitochondrial precursor ",5.57832153862176,5,0.15675196709838,0.57417822105598,0.77928433242617,1,0.69427971351366,0.39433258037304,0.19300628613594,0.06147631882832
IPI00116856,Q99LF8,"Poly(A) binding protein, cytoplasmic 4, isoform 1 ",3.67985235740892,1,0.01360920964035,0.12696308192724,1,0.15961578988516,0.20905539718618,0.18291135818599,0.24059278120228,0.15020946321176
IPI00117083,Q99LP6,"GrpE-like 1, mitochondrial ",3.36064995039979,3,0.37332157427171,0.32175385716288,0.82612336363265,0.88170349874325,0.57851857942255,0.3482673576068,0.3827141457705,0.32051498901324
IPI00117176,O08914,"Fatty-acid amide hydrolase ",3.26653543250122,2,0.15823156153352,0.64482313934702,0.53782486963806,0.87617281210006,0.70454466861596,0.46399041703034,0.31119182599988,0.3824432963048
IPI00117214,Q99LV2,"RIKEN cDNA 2610207I16 ",3.28837265884644,1,0.19368054331301,0.9256514872507,0.79817532692582,1,0.6320668438744,0.43301673709928,0.2418302800834,0.12400063744751
IPI00117312,P05202,"Aspartate aminotransferase, mitochondrial precursor ",5.25478970646091,4,0.20017113045886,0.58126948341663,0.79238259309004,1,0.79105595578669,0.33559156313539,0.16070313489931,0.06417997471759
IPI00117569,P62281,"40S ribosomal protein S11 ",3.54179864758027,5,0.62956390008481,0.77053131948085,0.7497968506795,0.84597472560024,0.5654959534364,0.63507434706633,0.52216338707071,0.37917243403111
IPI00117741,O54749,"Cytochrome P450 2J5 ",4.10246737817115,4,0.29393687213995,0.52550522262493,0.7257188865975,0.56711959958424,0.41673592403792,0.49571150305552,0.53259164977577,0.78871979898749
IPI00117914,Q61176,"Arginase 1 ",5.15197642489635,5,0.46516770259865,0.85522236722278,0.82473242943003,0.97429389850669,0.89939073294077,0.71944197746479,0.67714945505983,0.44961806941172
IPI00117978,P19783,"Cytochrome c oxidase subunit IV isoform 1, mitochondrial precursor ",5.47506962883369,1,0.16663035043577,0.5439925624057,0.71615520861302,1,0.72122336940772,0.46106743253866,0.26421915324778,0.10996003226908
IPI00117994,Q8VCA4,"Cytochrome P450 CYP4F15 ",3.39860776367638,1,0.03558684326001,1,0.2647799237035,0.11596128290809,0.15872725425891,0.12159972989552,0.11686931110576,0.15719995290551
IPI00117996,Q99N19,"Cytochrome P450 CYP4F13 ",3.39860776367638,1,0.03558684326001,1,0.2647799237035,0.11596128290809,0.15872725425891,0.12159972989552,0.11686931110576,0.15719995290551
IPI00118286,O70456,"14-3-3 protein sigma ",2.80978941128547,1,0.19145114776382,0.27136421308092,0.67412686827524,0.79094653158756,1,0.63492851650542,0.58558905374071,0.24494862968506
IPI00118304,Q8BXM7,"RIKEN cDNA 4933409L06 ",3.44998683685603,2,0.58110306815462,0.61382178236493,0.68454844648002,0.6410145466381,0.45285752159895,0.19935875263839,0.06908946749858,0.05969934882487
IPI00118384,P62259,"14-3-3 protein epsilon ",2.80978941128547,1,0.19145114776382,0.27136421308092,0.67412686827524,0.79094653158756,1,0.63492851650542,0.58558905374071,0.24494862968506
IPI00118832,P57759,"Endoplasmic reticulum protein ERp29 precursor ",3.39617996346985,1,0.22101409558493,0.27209054734717,0.26090278395159,0.27601659648017,0.21754065576688,0.43843003626987,0.53465257304089,1
IPI00118875,P57776,"Elongation factor 1-delta ",4.89480850173719,1,,0.53985643468635,,,1,0.52058510176125,,0.10400191894168
IPI00118899,P57780,"Alpha-actinin 4 ",4.13057703152178,1,0.00983883518293,0.03562817493735,0.06436476160201,0.06771411526622,0.06731576765983,0.35870169982541,0.72273864245362,1
IPI00118963,Q9DB15,"60S ribosomal protein L12, mitochondrial precursor ",3.21900518661164,1,0.34662600570366,0.81579329543883,0.61760243941226,1,0.75566913862694,0.43350953141802,0.46564732743514,0.38601523097636
IPI00118986,Q9DB20,"ATP synthase oligomycin sensitivity conferral protein, mitochondrial precursor ",5.03469405009851,5,0.22839430996599,0.57934822239622,0.57175924708006,0.96557441549799,0.83811937036062,0.39565261160768,0.12734571030992,0.04559008013365
IPI00119138,Q9DB77,"Ubiquinol-cytochrome-c reductase complex core protein 2, mitochondrial precursor ",4.05361070710948,5,0.10439747024964,0.34673520994435,0.48492891388828,1,0.78558959643777,0.40093456361908,0.14210241486497,0.0733532933549
IPI00119203,P50544,"Acyl-CoA dehydrogenase, very-long-chain specific, mitochondrial precursor ",4.55229990869876,5,0.16077110824068,0.53733001825467,0.57710065119388,0.81910768577309,0.59686164516227,0.28003535795086,0.21207252480924,0.11662849223093
IPI00119219,O70503,"Putative steroid dehydrogenase KIK-I ",5.08828903816595,1,0.4059459491067,0.74601584300723,0.82073216760488,1,0.81763838952256,0.509225961451,0.56405988259808,0.36750827796492
IPI00119305,P50580,"Proliferation-associated protein 2G4 ",3.39955890059333,5,0.45262072190107,0.56296911107283,0.56495429541896,0.7849922181445,0.40714932941992,0.46810874441014,0.73413566989452,0.52683152003119
IPI00119470,Q8R230,"IMIDAZOLONEPROPIONASE, weakly similar to",2.77879666021523,1,0.55134866238267,0.79075489145624,0.71747828846131,0.68194789069014,1,0.573699547807,0.58978317987958,0.48672234957464
IPI00119618,P35564,"Calnexin precursor ",5.7564646512416,1,0.17745150943331,0.70484330239771,0.65563395584826,0.96817756922848,1,0.8550816454002,0.69667461424965,0.28994638255011
IPI00119667,P62631,"Elongation factor 1-alpha 2 ",5.35155966563157,5,0.50514616284112,0.90609627205795,0.92220830093265,1,0.89320164464941,0.67320631187113,0.5934857525849,0.40909710442361
IPI00119685,Q9DBG1,"Cytochrome P450 27, mitochondrial precursor ",4.73893133876027,5,0.06888306703887,0.4483926559097,0.44880788126944,0.94500941133204,0.78673013467608,0.51581506124649,0.20619671565186,0.0399488389989
IPI00119755,Q9DBI9,"nudix (nucleoside diphosphate linked moiety X)-type motif 7, full insert sequence ",4.85158720579918,4,0.57910611359652,0.87611834443323,0.59000839881077,0.44979899897259,0.48787550138081,0.27108223427456,0.16084151919651,0.08132930313119
IPI00119766,O54909,"Cis-retinol androgen dehydrogenase 1 ",3.51687337313542,1,0.36633708629736,0.79051557308453,1,0.13242263065471,0.03633041604121,0.07239826989501,0.07339668976775,0.37013667469972
IPI00119876,Q9JHU4,"Dynein heavy chain, cytosolic ",3.00544354709714,1,0.07249851266846,0.35862928519949,0.27464755825335,1,0.66155416826569,0.31649032555103,0.12100067118454,0.05477596541762
IPI00119923,Q9D1A6,"MITOCHONDRIAL LON PROTEASE HOMOLOG 1, moderately similar to",3.08366594260216,3,0.69798357643507,0.41260087552362,0.43669446776524,0.55568672096003,0.42949109504917,0.33817033373714,0.36834994040848,0.19032112816536
IPI00120123,Q9DBT9,"Dimethylglycine dehydrogenase, mitochondrial precursor ",4.66243539739375,5,0.0997480702075,0.44851300524816,0.67581340829341,1,0.69798741180556,0.35623606856719,0.12281709232686,0.03153967769033
IPI00120199,Q9DC61,"Mitochondrial processing peptidase alpha subunit, mitochondrial precursor ",2.63535146620601,1,,0.57398065552142,0.63842688570823,1,0.51825388489692,0.44885057089138,,0.09123491967266
IPI00120212,Q9DC69,"NADH-ubiquinone oxidoreductase 39 kDa subunit, mitochondrial precursor ",3.89287321815042,4,0.38558010640006,0.42295854478471,0.70057988799728,0.67606323306241,0.65832835355547,0.20069880972936,0.05627917140584,0.03405935972367
IPI00120232,Q9DC70,"NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial precursor ",3.38876301696859,3,0.16418210638494,0.35641092935668,0.72612867403481,0.6186875086521,0.55566790030784,0.30378367070902,0.14896087480127,0.03659998760165
IPI00120233,Q60759,"Glutaryl-CoA dehydrogenase, mitochondrial precursor ",4.82722665318863,3,0.10805301753296,0.71000673843423,0.91666073073519,0.5745068338956,1,0.36561308584666,0.21191041321455,0.0525494338505
IPI00120503,Q9JIF7,"Coatomer beta subunit ",4.80299023574226,1,0.85547562985068,1,0.97102675464792,0.93674961122181,0.95123361192275,0.35855475271872,0.33311192523397,0.40432849283756
IPI00120719,P12787,"Cytochrome c oxidase polypeptide Va, mitochondrial precursor ",5.29719993441718,5,0.1227275005665,0.48934365532571,0.65849921761643,1,0.77504926740642,0.39723924185408,0.15847091166546,0.0310788415693
IPI00121017,Q99PG0,"Arylacetamide deacetylase ",5.12918494352366,2,0.66107330990688,0.94523782741487,0.66270786724982,0.80517085191396,0.71662020833059,0.60135865927588,0.75475607107193,0.73737255089015
IPI00121051,Q9DCM2,"glutathione S-transferase class kappa ",5.201183917015,1,0.43718726686086,0.85094669694742,0.8350810079836,1,0.69358039709787,0.50219384843983,0.23233049299226,0.09904504176766
IPI00121079,Q9DCN2,"NADH-CYTOCHROME B5 REDUCTASE ",5.55243382282574,1,0.31964513879661,0.7092225383937,0.76268968837928,1,0.71662781667073,0.58618237408528,0.50090436019737,0.40731866750542
IPI00121105,Q61425,"Short chain 3-hydroxyacyl-CoA dehydrogenase, mitochondrial precursor ",4.90130633202108,5,0.10873613738981,0.65009874769844,0.77452653822477,0.99070145129349,0.71861476588703,0.28016822561357,0.13628928969889,0.06091321149153
IPI00121149,Q99PL5,"Ribosome-binding protein 1 ",3.85693903238517,5,0.54874298676696,0.71727409424216,0.53283173246327,0.51378951052187,0.27484006578416,0.18395600840103,0.18978672968934,0.12041644815541
IPI00121178,Q9DCQ2,"hypothetical Aminoacyl-transfer RNA synthetases class-II containing protein, full insert sequence ",3.85429368842378,3,0.3997813693027,0.6483476737548,0.57685292687048,0.9075299685535,0.60798079634626,0.64252549120565,0.62865716705449,0.53898198282214
IPI00121190,Q01279,"Epidermal growth factor receptor precursor ",3.0633990508518,1,0.28788805734794,0.36266739653198,0.36907256255499,0.62202571980768,0.46522315047065,0.83935496721536,0.85230695415185,1
IPI00121280,Q80W21,"0610005A07Rik protein ",4.15448536367459,3,0.23665920409143,0.0498284904602,0.34103065757297,0.43497744948486,0.45072117787476,0.65721230614491,1,0.67020267546766
IPI00121365,Q9DCU9,"hypothetical Aminoacyl-transfer RNA synthetases class-II/Dihydrodipicolinate synthetase containing pro ",4.09464545613101,3,0.10169329652239,0.42464907140919,0.8280423574834,1,0.56934178990152,0.32196833172248,0.1102175907652,0.04329204067391
IPI00121387,P21278,"Guanine nucleotide-binding protein, alpha-11 subunit ",4.0483478779853,1,,,0.6820109187532,1,0.78636089008581,,0.16687443966707,
IPI00121440,Q9DCW4,"Etfb protein ",5.0923504743037,5,0.12372461622345,0.66578823943563,0.63837880843816,1,0.65316856093445,0.33005426852431,0.18831464541497,0.04117896749511
IPI00121522,Q9DCY0,"HP33 PROTEIN , similar to",4.98028004682146,1,0.25552432859359,0.65091501655779,1,0.98170967458945,0.65274234241286,0.3572601479526,0.14946594813384,0.07897621126903
IPI00121531,Q8VC77,"Akr1c20 protein ",3.26869347777148,4,0.36811700218073,0.50644763568939,0.45470126585837,0.43691688634074,0.71804622062776,0.76762699478221,0.7528398890062,0.76534822444913
IPI00121788,P35700,"Peroxiredoxin 1 ",5.05603118952982,5,0.35961660657356,0.85429111257581,0.74656452576597,0.8309845209003,0.85580720782058,0.70763033330842,0.69566068333649,0.39639022862828
IPI00121833,Q921H8,"acetyl-Coenzyme A acyltransferase 1 ",4.89910174515626,5,0.59159306547461,0.88337327178257,0.67385761694027,0.6210864460282,0.35943353079865,0.32961486656415,0.16370928080587,0.15034277457137
