IPI,UniProt,Name,NumPeptides,Fr8,Fr9,Fr10,Fr11,Fr12,Fr13,Fr14,Fr15,Fr16,Fr17,Fr18,Fr19,Fr20,Fr21,Fr22,Fr23,Fr24,Fr30
IPI00109199,Q9CWK0,"ribosomal protein L14, cytosolic homolog ",5,0.5201039780063,0.47524633891817,0.33573450484501,0.38210305352527,0.24451731377329,0.20585264655989,0.24966088841397,0.20179476504095,0.91121351477967,0.66445673455836,0.53775351521411,0.58687879354699,0.28257162264866,0.39035579993186,0.14836160915998,0.11283884337829,0.06605537252632,0.76282311858653
IPI00109212,Q9CWK8,"Sorting nexin 2 ",5,0.44145257722379,0.35380760226274,0.28013976526178,0.33790586527745,0.30989712498408,0.32913068532124,0.46691577613878,0.3257837418237,0.40179628809705,0.88342273627821,0.60411864651943,0.69023313139793,0.45195655339734,0.4098937633204,0.49503643935152,0.54467180436086,0.39474069396809,2.34414747185132
IPI00109221,Q80TQ1,"SAC1 (supressor of actin mutations 1, homolog)-like ",5,0.87993949132926,0.91993141160892,0.78694947822866,0.78327707220894,0.40660790821467,0.35038619767598,0.30775141162912,0.19044022811084,,,,,,,,,,
IPI00109257,Q9EP75,"Cytochrome P450 4F14 ",3,0.53231032932571,0.63901241437112,0.65321941414369,0.67521824367058,0.29834537730279,0.13576502290542,0.16164078509613,0.08626063694326,0.26760491118991,0.25066546213559,0.33774407648828,0.54243611858911,0.32509451695015,,,,,
IPI00109275,Q9D6M3,"Mitochondrial glutamate carrier 1 ",1,1,0.46866439845933,0.25328130140228,0.06467685509302,,,,,,,,,,,,,,
IPI00109311,P70441,"Ezrin-radixin-moesin binding phosphoprotein 50 ",5,0.81314070853808,0.64591997558704,0.7134606288845,0.52848933998231,0.67233711739325,0.50860945725496,0.51697846684762,0.31368046585772,,,,,,,,,,
IPI00109435,Q9D710,"hypothetical Thioredoxin/Myb DNA binding domain containing protein, full insert sequence ",2,0.91113399341382,0.6805142339858,0.70427106087688,1,0.6259114963185,0.5704835441291,0.41801380651121,0.24350246527739,,,,,,,,,,
IPI00109442,Q9D6R2,"unclassifiable, full insert sequence ",1,0.3675947715235,1,0.45687287196769,,,,,,,,,,,,,,,
IPI00109460,Q9D6R8,"CDNA FLJ13008 FIS, CLONE NT2RP3000456 , similar to",3,,,,,0.61479369082763,0.7364757270106,1,0.77481747472781,,,,,,,,,,
IPI00109482,Q9CWS0,"dimethylarginine dimethylaminohydrolase 1 ",5,,,,,,,,,0.02279946981894,0.02688972100786,0.04350374465003,0.04518197716071,0.13131998202441,0.44559909336005,0.64146523195727,0.87940696272087,0.78167325952493,14.7946983258238
IPI00109656,Q9D758,"zinc finger protein 289, full insert sequence ",2,,,,,0.63935950655873,1,0.48687123645916,0.60440401917758,,,,,,,,,,
IPI00109823,Q8C7E6,"glucan (1,4-alpha-), branching enzyme 1 ",5,,,,,,,,,0.01414627231854,0.02683939586935,0.06093900237017,0.10299995680161,0.5218358964345,0.34612042553327,0.61659284610796,0.70056128650516,0.90450415700402,9.24407837735624
IPI00109966,P01887,"Beta-2-microglobulin precursor ",4,1,0.72159710182263,0.55806005747443,0.51483517888686,0.48680619141683,0.44132313003292,0.58733410080474,0.59025135987883,0.67758456574092,0.71243623382575,0.50714343482679,0.41388230418367,0.28658605365518,0.10123171333905,0.08640998522712,0.07242445135413,0.036716369261,0.00676189119794
IPI00109998,P01899,"H-2 class I histocompatibility antigen, D-B alpha chain precursor ",5,0.80763834905328,0.73508413409429,0.55860645719035,0.69224938824497,0.62950837072964,0.44353033396587,0.4412733522559,0.35025217400485,0.33391849992334,0.36433216772175,0.22617235253774,0.22749263116228,0.19575392770081,,,,,
IPI00110042,P17563,"Selenium-binding protein 1 ",5,0.00825975872402,0.00660686781774,0.00609156416807,0.00392394641699,0.00504137080987,0.00392819137545,0.00308331535302,0.00323962214972,0.00963905323479,0.01749359929973,0.0284511387517,0.08999391676965,0.15685715567949,0.25073427153902,0.53384889782915,0.75123541933722,0.95813448229066,14.2633797386144
IPI00110212,Q9CXE7,"hypothetical emp24/gp25L/p24 family containing protein, full insert sequence ",2,1,0.69141719843515,0.41314240064638,0.3801810895345,0.44617375853003,,,,,,,,,,,,,
IPI00110224,Q8C7S0,"Alcohol dehydrogenase Pan1b ",5,0.90011173150677,0.79596755163651,0.70953442190069,0.9173950867775,0.52738203336443,0.32980541303487,0.32362539747086,0.18701954710114,0.33648195592716,0.32488748708829,0.22873063295076,0.27355802304262,0.18332247753722,0.08857913229753,0.06538931585881,0.05780352761606,0.04685493728866,0.02742116291788
IPI00110350,Q9CXI5,"ARMET protein precursor ",4,0.80984437336567,1,0.44590403064974,0.4713348672985,0.81794587454047,0.42037538086092,0.30931878348978,0.14430024262729,0.02658803686088,0.0185108991838,0.01031955019968,0.00868172282984,0.00239881784374,,,,,
IPI00110528,Q9CXN7,"Probable oxidoreductase 3110049J23Rik ",5,,,,,0.01839108216997,0.02196100763023,0.02593777824125,0.02271432870322,0.15758453050189,0.10594633719322,0.1186140168019,0.16503948011626,0.1661579746792,0.34151305991534,0.8097939172773,0.9419562097777,0.77394770394469,8.12072576626336
IPI00110556,Q05421,"Cytochrome P450 2E1 ",5,0.77081743788137,0.57699376701346,0.46370036288156,0.49883743784658,0.2985072770132,0.18479340364887,0.18841736158615,0.10408186625322,0.28893035385901,0.32325336283374,0.28930527738209,0.55906391549134,0.33264382870393,0.14183658144024,0.07074513919373,0.0390185871669,0.02255235252276,0.38776694257673
IPI00110560,P26039,"Talin 1 ",5,0.84510567528926,0.5799165408756,0.44508089009354,0.40922100587403,0.27707447781256,0.21351095355664,0.16326816065134,0.19305414475642,0.37740638675596,0.61369286137879,0.45487877003655,0.54505277669614,0.36608759273256,0.22790670830213,0.23281320806346,0.26665427301461,0.47649184309696,4.53946510491352
IPI00110588,P26041,"Moesin ",5,1,0.77583460783876,0.70538862321915,0.5047625299701,0.51562614906294,0.41135975416602,0.35446926989142,0.26423708581629,0.51860707606897,0.59229150482821,0.53808034725128,0.40421418026005,0.27857609957322,0.19446637644457,0.1854873380654,0.22358420227474,0.29466879309738,1.50470675414903
IPI00110670,P02535,"Keratin, type I cytoskeletal 10 ",2,0.75882894392722,0.38125860257105,0.5450577646893,0.64299218143636,0.10297514594954,0.0891047278808,0.12206637930921,0.10686108977033,0.1018219786156,0.12723585759622,0.12913534864025,0.17691619038885,0.04115431883854,,,,,
IPI00110673,Q9D816,"RIKEN cDNA 2010318C06 gene coding for a Cytochrome P450 -like protein ",2,0.9310041720977,0.62447165456586,0.7277307759975,0.64202505959082,0.4759945726703,0.28094158351219,0.27685313170842,0.11938814542007,0.56932555310028,0.78139583894579,0.65049897189485,0.74440646693978,0.30883842422231,0.11439124802379,0.05181829356715,0.06883332125221,0.07728859438908,0.08881787107398
IPI00110684,Q8BTY3,"INORGANIC PYROPHOSPHATASE ",5,,,,,,,,,0.00683200927527,0.02329741504737,0.03409557210603,0.06793140446921,0.33446976452962,0.28671751494456,0.5668603507469,0.85962237476327,0.81545025572279,43.9466982175466
IPI00110719,Q9D826,"Peroxisomal sarcosine oxidase ",4,0.95174484434503,0.57184036273403,0.457238069357,0.35347336495076,0.19660592809914,0.15694460328772,0.18660279661711,0.13066913250664,0.13943503671762,0.17050953697974,0.13726177539729,0.14187222653631,0.06287361878451,,,,,
IPI00110806,P01901,"H-2 class I histocompatibility antigen, K-B alpha chain precursor ",5,0.83445366980503,0.67187059940643,0.5578152786147,0.68580979137747,0.64334825325456,0.34562668896495,0.41548298307382,0.34744415738681,0.59394865592104,0.49806711024619,0.46247253294554,0.47924778892241,0.26119927847036,0.11458907448574,0.04414002430511,0.02438473879432,0.02388462712836,
IPI00110843,Q8R0Z1,"agmatine ureohydrolase (agmatinase) ",1,1,0.50931507946582,0.16863205324096,0.16446806496956,,,,,,,,,,,,,,
IPI00110850,P60710,"Actin, cytoplasmic 1 ",5,1,0.90644243208119,0.55480625916481,0.52630894613328,0.33073764257566,0.17814617415213,0.14271166963866,0.08913554815321,0.10120212073619,0.09488401638145,0.07145754244992,0.13663139095545,0.14228015681182,0.17558588368769,0.34472864814835,0.5181773584467,0.48871288554816,6.91268587297314
IPI00110851,P02571,"Actin, cytoplasmic 2 ",5,1,0.90644243208119,0.55480625916481,0.52630894613328,0.33073764257566,0.17814617415213,0.14271166963866,0.08913554815321,0.10120212073619,0.09488401638145,0.07145754244992,0.13663139095545,0.14228015681182,0.17558588368769,0.34472864814835,0.5181773584467,0.48871288554816,6.91268587297314
IPI00110852,Q99MP2,"Translocon-associated protein alpha ",2,1,0.5504890249764,0.55769613984759,0.51324525218611,0.26117440154184,0.16274694191969,0.1363456784593,0.08509064770774,0.06698369288719,,0.0329566869938,0.02863249796511,0.04386422077601,,,,,
IPI00110986,P62204,"Calmodulin ",4,0.90984361573446,0.63854018022785,0.62945101240282,0.58349094366328,0.41987191349534,0.19746787508719,0.23590717995429,0.17528254471492,0.45687753518475,0.29904100920691,0.18345646958778,0.2197099724108,0.30316430194263,0.45236010754342,0.56497358582965,0.67047418816455,0.6029925473386,6.124244623913
IPI00110999,Q9CV53,"H PROTEIN homolog ",1,1,0.33831919478754,0.04829842765803,0.1090123494172,,,,,,,,,,,,,,
IPI00111009,Q9EQC1,"3 beta-hydroxysteroid dehydrogenase type VII ",5,1,0.81251184006558,0.70849545676466,0.64822465933652,0.67037117672119,0.59301816923626,0.44842808219092,0.26471777596134,0.24720257979331,0.22079265019379,0.14747486550694,0.20692281939898,0.11772770131517,0.06754994235945,0.06958654412116,0.03979522978731,0.02169377905845,0.22756363441973
IPI00111013,P18242,"Cathepsin D precursor ",4,1,0.58005549154994,0.36865404672111,0.28962311928072,0.20103999874117,0.10782277739795,0.09899812731811,0.04857930365952,,,,,,,,,,
IPI00111181,Q9EQH3,"Vacuolar protein sorting 35 ",5,0.23712476892957,0.08906833579593,0.0841527933281,0.12130050652098,0.21664419211623,0.21439973053126,0.38742401659394,0.24333469129096,0.63697347031649,0.75819035934351,0.7251183300387,0.95242117516903,0.66308814647106,0.44912151939687,0.60841679171551,0.7499862317764,0.50673683492811,1.24267937473456
IPI00111218,P47738,"Aldehyde dehydrogenase, mitochondrial precursor ",5,0.80834694050694,0.3785245197522,0.19439670559563,0.1642863433305,0.0970798963401,0.03180155099699,0.02966173179254,0.02930704275566,0.05995135590006,0.08461290105269,0.04982682030146,0.06593590365292,0.06249568679777,0.13858792564503,0.13537247282229,0.18260121469516,0.3188046929464,1.53636315526775
IPI00111235,P47740,"Fatty aldehyde dehydrogenase ",5,1,0.87930184685515,0.57102007059107,0.56385461632368,0.29811592748138,0.23574622063359,0.17790718443339,0.11077060390407,0.24045806531553,0.14072366085168,0.19907804216581,0.25773085683637,,,,,,
IPI00111265,P47754,"capping protein (actin filament) muscle Z-line, alpha 2 ",3,0.92125280774154,0.75737545377826,0.55924906645125,0.73717269673588,0.56700041086302,0.45985804307055,0.48694405000234,0.39088219512077,0.39944309604362,0.51682135654797,0.4743720606135,0.51228190389437,0.4619895521743,0.52313023479198,0.93492546393493,0.97497889554316,1,3.89016713091984
IPI00111271,P47758,"Signal recognition particle receptor beta subunit ",2,1,0.33750234627011,0.58615248925248,0.1468298812567,,,,,,,,,,,,,,
IPI00111286,Q9CYA0,"HT PROTEIN homolog ",3,1,0.44011784128621,0.72874537198828,0.583639728848,,,,,,,,,,,,,,
IPI00111315,P09813,"Apolipoprotein A-II precursor ",4,0.71889906013761,0.5909428224133,0.41076089349651,0.56346573388931,0.69601139964827,0.80198637307526,0.94845673116893,0.76150107829783,0.56533937349531,0.49866466004284,0.22286481977114,0.20682995017864,0.28431596645987,0.17511834603988,0.41418744927667,0.25297359928164,0.14260107800904,2.00270394071552
IPI00111320,Q7TQL6,"RIKEN cDNA 5730552M22 ",1,,,,,0.49330835889265,0.52526471966642,0.7786424333931,0.55237283520303,1,0.76698513013502,0.63779120054937,0.53617568105094,0.33076789009502,,,,,
IPI00111359,P47791,"Glutathione reductase, mitochondrial precursor ",2,,,,,,,,,,,,,,0.54749756567681,0.4277702046759,0.98622661815483,0.95331876467311,47.1471448030983
IPI00111412,Q9D8E6,"60S ribosomal protein L4 ",5,0.80772848827251,0.59828496549883,0.43622127765871,0.43895573066137,0.30403255714623,0.26153919544982,0.27525048690438,0.25827972910268,0.56653265096395,0.80355786252538,0.64728863296849,0.58765734964016,0.29035238407493,0.1529111439573,0.13311391738295,0.11164450594769,0.06297849521827,0.12921996931928
IPI00111416,Q9ER00,"Syntaxin 12 ",4,,,,,0.45382423207401,0.38258022939528,0.55480075681163,0.72529042117601,0.80223142785857,0.85859187271067,0.55653049386001,0.53853796545549,0.30871624144181,0.18506593856037,0.11582558029835,0.06444399527974,0.02244952736102,0.09257122322035
IPI00111634,Q9EQW4,"Cytochrome P450, CYP3A ",5,0.85870767336942,0.85237981262435,0.62410300926319,0.55816878344907,0.4147693518901,0.3042280800948,0.17796305783412,0.13843730167903,0.28647691127767,0.21596134114407,0.1335126324855,0.10943267891293,0.07948948042494,,0.0580810499709,0.03032125188058,,
IPI00111770,Q06185,"ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e ",2,1,0.37709562827427,0.23680634018304,0.1272006169798,1,0.52098015940358,0.42425119638571,0.37674491715648,,,,,,,,,,
IPI00111831,P70670,"Alpha-NAC, muscle-specific form gp220 ",5,0.45050128337528,0.39962595045847,0.28979546476664,0.34253348359234,0.22480325600564,0.14464986912296,0.24025850858197,0.20185374835873,0.70440246911556,0.86941005527297,0.69427018948688,0.6188815724193,0.35330844779698,0.20843472328587,0.16210110547512,0.09817400252521,0.09513014314441,0.7968216536114
IPI00111855,P26150,"hydroxysteroid dehydrogenase-3, delta<5>-3-beta ",5,0.8326556137439,0.73427022637702,0.61529671894704,0.65843837140051,0.38207136751587,0.25670005470801,0.23477024921954,0.13386484630623,0.25747420206307,0.23177460245303,0.26154895940662,0.39718379768085,0.26881624390321,0.09672374030103,0.0488033796303,0.00442838446198,,
IPI00111876,Q8VCR7,"CCG1-interacting factor B ",5,0.52941663438958,0.39167516506715,0.18844287426831,0.25484469737739,,,,,0.07267704189096,0.0813659046199,0.10170694707868,0.23104318708,0.38439953566464,0.26071445069857,0.55655402484123,0.72530508965496,0.50939759136589,20.156175795261
IPI00111885,Q9CZ13,"Ubiquinol-cytochrome-c reductase complex core protein I, mitochondrial precursor ",5,1,0.41530249911095,0.19196619349848,0.16715678583932,0.07568633274756,0.02565126868163,0.01970294786307,0.01838034422083,,,,,,,,,,
IPI00111908,Q8C196,"Carbamoyl-phosphate synthase , similar to",5,0.79218592777841,0.32186886866763,0.20198528337095,0.1731403966585,0.10297116788267,0.0647048060366,0.0633298434429,0.0571862323949,0.41064566776594,0.55967987881832,0.50359100181974,0.60900037659521,0.43088561144945,0.4378504407454,0.51810955978546,0.59868830318722,0.77900190959474,3.53898817677672
IPI00111950,P70694,"Estradiol 17 beta-dehydrogenase 5 ",5,0.1609401622983,0.15058354991906,0.11143702847038,0.15547724690273,0.10917185027634,0.10441212890296,0.12803937697428,0.13001194965325,0.50070041029623,0.50668964165748,0.50866114774003,0.53519719266263,0.44953433814956,0.39350835656487,0.57773468940562,0.69451187906875,0.94797655971408,18.6571516649021
IPI00111981,Q9CZ30,"Putative GTP-binding protein PTD004 homolog ",5,,,,,0.01948575813653,0.01773824493826,0.0206911580241,0.02034908084632,0.22928223368748,0.38379256061074,0.34617857042752,0.52302221114557,0.4723732144224,0.42624167108405,0.5134032681808,0.63487081301475,1,9.96432026546984
IPI00112053,Q9D8U8,"Sorting nexin 5 ",5,0.81845075370906,0.53186090503266,1,0.39377560443036,0.39400018963458,0.78919350500297,0.79299228706518,1,0.42160623333756,0.38913433526188,0.89708049510466,0.97964840531149,0.78161055614158,0.55230717725989,0.64821950820249,0.57495247934927,0.51453618588341,1.49239654482633
IPI00112093,Q9CYV6,"RIKEN cDNA 2810439F02 ",5,,,,,,,,,0.25198536932842,0.6806351670228,0.50339452336756,0.67148628379261,0.660535807022,0.46285126480859,0.6663338138701,0.88932130068754,0.84240464695466,2.84273051101081
IPI00112097,Q9D8V8,"HYPOTHETICAL 21.9 kDa PROTEIN homolog ",2,,,,,0.69127813877338,0.56445906971643,0.74340704327793,0.53992889955796,1,0.78611787288139,0.65967255943185,0.46256798955179,0.23814115483878,,,,,
IPI00112251,Q9ERD7,"Tubulin beta-3 ",5,0.04962574468269,0.05251977757901,0.04698894982581,0.04959432883558,0.02338964504805,0.02420187950461,0.02080945194581,0.01540331427292,0.03096145237424,0.04884346484434,0.07815277243081,0.18557609855229,0.24832211574812,0.38416484322841,0.65947482390119,0.84543699402654,0.84832127282749,9.09920692325316
IPI00112322,P17717,"UDP-glucuronosyltransferase 2B5 precursor, microsomal ",5,0.90420730397056,0.60273522139719,0.45394295611869,0.64293636708563,0.37788382130871,0.20594686226175,0.18846412398498,0.09261287933519,0.49213536269066,0.36865334927964,0.3272199432073,0.30145941883438,0.08195008460011,0.07256503085144,0.0240776337321,0.03061469556994,0.01237813883187,0.0191588940253
IPI00112366,,"FLJ23469 protein , similar to",1,1,0.40909582060425,0.18940595481855,0.15940896097063,,,,,,,,,,,,,,
IPI00112448,P09900,"40S ribosomal protein S10 ",5,0.78628176543557,0.35255972386062,0.37777725242064,0.44036874044584,0.35069756277914,0.22327247744783,0.37388518023454,0.16362131554638,0.39081552504223,0.50252426183273,0.44366049467282,0.45393188456266,0.2391624798322,0.18894209324586,0.21296072589355,0.2081202581199,0.28501297745546,0.01880381400396
IPI00112549,P41216,"Long-chain-fatty-acid--CoA ligase 2 ",5,0.97504893876816,0.73323996595292,0.53087077363705,0.62460823154773,0.33741500818579,0.18409785778716,0.20685577135949,0.12119931650728,0.32643194587541,0.41365583870315,0.44573730784594,0.5412749022506,0.38090880676394,0.18452406271429,0.16064472682361,0.10786779938952,0.07311721698407,0.07036980613864
IPI00112555,Q9CZD3,"Glycyl-tRNA synthetase ",2,,,,,,,,,,,,,0.18917500807652,0.28521675366065,0.4633409340998,0.8163982178853,0.99751601678912,6.41693756509272
IPI00112630,Q9D9F5,"hypothetical Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase structure containin ",2,,,,,,,,,,,,,0.15688927101493,0.16926126336398,0.27549538517225,0.38204349392881,1,17.671099160036
IPI00112641,Q9ERR7,"15 kDa selenoprotein precursor ",2,0.93221557088779,0.56538597348979,0.68752016642244,0.78525489828192,0.34600750810084,0.13344147950189,0.09734239536434,0.05977265346631,,,,,,,,,,
IPI00112719,P10518,"Delta-aminolevulinic acid dehydratase ",5,,,,,,,,,0.01210774247286,0.02638853187376,0.04713516239818,0.10760128902809,0.20954388300463,0.23178099746345,0.48195610547096,0.5459099497387,1,7.4848097158577
IPI00112816,P17742,"peptidylprolyl isomerase A, full insert sequence ",5,0.03577679862361,0.02998368160722,0.03892855373414,0.04708862073877,0.03845966527778,0.02107426556905,0.03723139615192,0.03491165774318,0.13440360463076,0.23011199690781,0.20189352788028,0.34813195070338,0.57092130597789,0.50109865298168,0.84301763120069,0.81994380195613,0.63060332350189,2.96774672803289
IPI00112923,Q78IK4,"Ensembl_locations(Chr-bp):X-102084724 RIKEN cDNA 9430083G14 ",1,1,0.44942945258837,0.1425647809605,0.095203414219,,,,,,,,,,,,,,
IPI00112935,Q9CZN7,"SERINE HYDROXYMETHYLTRANSFERASE ",5,1,0.41754570051292,0.13669798958246,0.12929489712758,,,,,0.01340871306301,0.0190293669559,0.0307174735882,0.08029909795136,0.1590009958108,0.39116634521849,0.75276590672334,0.77872392136913,1,5.39021508696413
IPI00112947,P19001,"Keratin, type I cytoskeletal 19 ",3,1,0.5885214168791,0.36553407432743,0.32896307644696,0.11239665665692,0.08662272549761,0.10910210297359,0.10373424484391,0.13971334890324,0.20476400337675,0.21619887075213,0.27723638872257,0.20602019006982,0.25225722629149,0.29638827640939,0.34607466048694,0.30698437122015,0.38275279779367
IPI00112963,P26231,"Alpha-1 catenin ",5,1,0.72094032557895,0.33206178987293,0.34181362923514,0.43374315380423,0.31004183596095,0.2484504581997,0.1884419371947,0.2743450596283,0.26238454205043,0.14448986067713,0.14224428293417,,,,,,
IPI00113073,Q9CZS1,"aldehyde dehydrogenase 1 family, member B1, full insert sequence ",1,,,,,,,,,0.1059045729293,0.09304528911052,0.13185440992259,0.30314269826018,0.31560511942716,0.38746922455009,0.75073573768436,1,0.85718261728462,8.34545182451317
IPI00113127,P56371,"Ras-related protein Rab-4A ",2,0.8796272957724,0.69470130383922,0.66037304524236,1,0.67815644364487,0.48391282520428,0.95563271315789,0.58839239281917,0.60477676264696,0.85581663603373,0.46877272257854,0.63160209570759,0.30624519870919,0.2718122769681,0.325394694362,0.41035793765619,0.18023678976313,
IPI00113141,Q9CZU6,"citrate synthase, full insert sequence ",5,1,0.46347622519997,0.16561663646454,0.20112905382674,,,,,,,,,,,,,,
IPI00113214,P56399,"Ubiquitin carboxyl-terminal hydrolase 5 ",4,,,,,,,,,,,,,0.15184057279601,0.40770393134782,0.57277991916114,0.82217341152524,1,12.4768112634342
IPI00113241,Q9CZX8,"40S ribosomal protein S19 ",5,0.58954028424006,0.49448460144005,0.35695191601054,0.36198079060106,0.35334454928148,0.23578250766662,0.35579501040366,0.30834064516808,0.70394968311999,0.88051142696636,0.69940184643755,0.63060865879692,0.34363150880452,0.17342579446891,0.22464280367761,0.25399684624366,0.20601051117943,0.15072505705117
IPI00113257,Q9CZY3,"ubiquitin-conjugating enzyme E2 variant 1, full insert sequence ",3,,,,,,,,,0.15465659247682,0.21753211379639,0.21931055835976,0.38706419681071,0.33714362000916,0.39223709386824,0.61703507472411,0.69170889416124,0.92588055581789,3.86041612607358
IPI00113262,Q9CZY6,"26S proteasome-associated pad1 homolog, full insert sequence ",5,,,,,,,,,0.02105915683344,0.05627956444282,0.07198881159651,0.19782346499368,0.54046285033061,0.22093069617099,0.32592783146818,0.55500191749082,0.81111596870601,0.93878744094859
IPI00113287,Q9CR00,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9, full insert sequence ",2,,,,,0.39765559311395,0.72417884854677,0.65298211869091,0.50429453906859,,,,,0.50308462969273,0.57257426199966,0.56093575349997,0.9039082202333,0.95837949799328,6.13813155105206
IPI00113318,,"ubiquitin-conjugating enzyme E2N , similar to",3,,,,,,,,,0.04917241799204,0.01988945614937,0.12358626788474,0.30895138109808,0.35985243555824,0.36117652903558,0.6132172443441,0.84547515213686,0.60834825032244,5.75731925504514
IPI00113325,Q8VI15,"Aldehyde oxidase homolog-1 ",5,,,,,,,,,0.01078215261871,0.01656901948088,0.03936405304396,0.09379507093981,0.29426410466865,0.34449518733556,0.46659589957349,0.63620797996096,0.9557180760764,5.26966136982644
IPI00113457,P41317,"Mannose-binding protein C precursor ",2,0.91530562638263,0.74039654034392,0.29390185418356,0.50809086833744,,,,,,,,,,,,,,
IPI00113517,P10605,"Cathepsin B precursor ",4,1,0.45016126693717,0.25026652355224,0.18336285144121,0.38921705483627,0.14282356073409,0.19986812981949,0.10632891970591,0.277096636067,0.25447209766372,0.08632482208328,0.12724512105841,0.12608036440694,0.08016775584141,0.12924960781628,0.1524400231379,0.16527498500641,
IPI00113528,Q9ET30,"Transmembrane 9 superfamily protein member 3 precursor ",3,,,,,0.93716647293313,0.89142548247847,0.90903954639167,0.32071177093757,0.17091651247065,0.36217630193739,0.24278152976777,0.26252560850826,,,,,,
IPI00113536,Q9EST5,"Proliferation related acidic leucine rich protein PAL31 ",1,,,,,,,,,,,,,0.31037408437232,0.27885164834605,0.60256097276876,0.62621562329532,1,3.73912307887318
IPI00113539,P11276,"Fibronectin precursor ",5,1,0.90813329082332,0.56642917268504,0.35692495909361,0.67085647011695,0.59885527798606,0.39147377737366,0.37561554456103,0.36239994730602,0.26287791354713,0.25058386485003,0.17725219557771,,,,,,
IPI00113655,P10660,"40S ribosomal protein S6 ",5,0.98147153684751,0.66182210090422,0.47053772693721,0.40125104053903,0.41712697000783,0.38342413383853,0.45197027798607,0.38858012254064,0.76139159294836,0.67946144563774,0.96394516286742,0.81407417384081,0.31149168856688,0.16758430241285,0.24729254140918,0.23017455888197,0.09252349041846,1.12886133976955
IPI00113660,P61290,"Proteasome activator complex subunit 3 ",3,,,,,,,,,,,,,0.24916889125662,0.20523372222934,0.30958091705365,0.59185513812418,1,2.23907444142231
IPI00113801,P56480,"ATP synthase beta chain, mitochondrial precursor ",5,1,0.3994815813418,0.18290845585669,0.13831861879012,0.05288276770913,0.02431839522123,0.01914111748433,0.01615324091906,0.0333538660403,0.04440392911611,0.02832727736894,0.02550275070662,0.003814540227,0.00652550494293,0.00213036167159,0.00441438956542,0.00515341782944,0.01410748764049
