Protein.ID,Protein.Description,Peptides,PSMs,X113,X114,X115,X116,X117,X118,X119,X121,n113,n114,n115,n116,n117,n118,n119,n121,GOannotation,Training
sp|Q8VDN2|AT1A1_MOUSE,Sodium/potassium-transporting ATPase subunit alpha-1,6,6,792570.0243,462269.2881,162197.8006,349703.5433,238907.8016,177284.3529,75523.94358,6329.67517,0.349953538,0.204111647,0.071617261,0.15440906,0.105488005,0.078278618,0.033347049,0.002794822,PLM,
sp|Q922D8|C1TC_MOUSE,"C-1-tetrahydrofolate synthase, cytoplasmic",6,6,22745.13879,31120.61545,5497.023781,45989.47484,36449.22737,37674.85423,51588.66983,37286.98165,0.084758601,0.115969388,0.020484379,0.171377434,0.135826188,0.140393424,0.192242549,0.138948037,CYT,
sp|A2ARV4|LRP2_MOUSE,Low-density lipoprotein receptor-related protein 2,5,5,57803.76705,94869.53757,17679.79763,53933.71054,20205.98819,10433.54701,2503.760621,2056.842018,0.222761749,0.365604272,0.068133668,0.207847487,0.077868995,0.040208369,0.009648888,0.007926572,PLM-ERT-GOL-END-VES,
sp|P08113|ENPL_MOUSE,Endoplasmin,5,5,160666.9638,256130.5338,77315.32205,524823.0952,448907.9077,309228.8595,61547.25016,15571.87037,0.086650671,0.138135943,0.041697586,0.283046821,0.242104354,0.166772854,0.033193573,0.008398198,ERT,
sp|P08226|APOE_MOUSE,Apolipoprotein E,5,5,96445.96739,122352.8214,25545.41737,167070.2462,111937.2383,82964.93268,18212.87372,8311.247712,0.15240164,0.193339039,0.040366265,0.264000458,0.176880581,0.131099227,0.028779553,0.013133237,null,
sp|P10852|4F2_MOUSE,4F2 cell-surface antigen heavy chain,5,5,1069216.683,836057.5886,99877.74364,586864.4742,389808.3597,332067.3962,67677.98181,9014.903688,0.315348721,0.246582096,0.029457377,0.173086488,0.114967873,0.09793808,0.019960561,0.002658805,PLM,
sp|P14733|LMNB1_MOUSE,Lamin-B1,5,5,11519.19598,12622.76573,4865.696814,19900.82814,26073.64686,208008.5324,71888.33927,4232.781896,0.032076909,0.035149962,0.013549254,0.055416806,0.072605934,0.57923059,0.200183736,0.011786809,NUC,NUC
sp|P17182|ENOA_MOUSE,Alpha-enolase,5,5,43913.41872,43554.10319,12556.94889,27458.23819,10105.34879,20035.94794,25277.76212,537998.7769,0.06091467,0.060416244,0.017418421,0.038088802,0.014017674,0.027792943,0.035064146,0.7462871,CYT,CYT
sp|P20029|GRP78_MOUSE,78 kDa glucose-regulated protein,5,5,115132.156,146906.4325,43618.91528,338768.8703,259434.9185,185405.0641,38300.18358,11232.55058,0.101099621,0.129001185,0.038302555,0.297479049,0.227814476,0.162807527,0.033632081,0.009863505,PLM-ERT-MEL-ECM,
sp|P47911|RL6_MOUSE,60S ribosomal protein L6,5,5,66265.45896,61887.74335,25303.6601,108007.4428,107226.6077,100060.0045,230565.0028,84821.95847,0.084507407,0.078924568,0.032269402,0.137740372,0.136744584,0.127605115,0.294036303,0.10817225,RIB,
sp|P56480|ATPB_MOUSE,"ATP synthase subunit beta, mitochondrial",5,5,15834.44054,16097.58259,4822.024308,69353.06987,372053.788,205625.5354,68962.44114,8375.023866,0.020804025,0.021149753,0.0063354,0.09111929,0.488821577,0.270160396,0.090606064,0.011003496,MIT,
sp|P62270|RS18_MOUSE,40S ribosomal protein S18,5,5,62182.04113,78890.65304,16309.96974,135631.2868,139054.3043,163491.648,300466.0913,212914.5528,0.056073377,0.071140561,0.014707704,0.122307086,0.125393832,0.14743049,0.270948783,0.191998167,RIB,
sp|P62301|RS13_MOUSE,40S ribosomal protein S13,5,5,206118.2211,171815.8226,45602.3846,250831.5184,263575.6358,235956.6217,621095.8712,372911.6231,0.095077028,0.079254215,0.021035206,0.115702121,0.121580654,0.108840714,0.286495533,0.17201453,RIB,
sp|P84099|RL19_MOUSE,60S ribosomal protein L19,5,5,116119.342,147107.1571,37038.19067,282824.4598,275456.6045,279418.2894,387400.8392,218164.6509,0.066600158,0.084373195,0.021243225,0.162213748,0.15798792,0.160260141,0.222193448,0.125128165,RIB,
sp|P97351|RS3A_MOUSE,40S ribosomal protein S3a,5,5,74263.36518,72941.61976,12543.16795,109272.4489,128794.8809,205104.4835,626931.8819,337183.0007,0.047391011,0.046547542,0.008004396,0.069731984,0.082190183,0.130886996,0.400075265,0.215172624,NUC-CYT-RIB,
sp|Q02248|CTNB1_MOUSE,Catenin beta-1,5,5,432659.1825,331925.6329,52012.28927,269438.5098,138543.0577,88666.0932,16363.11343,8120.498196,0.323428276,0.24812633,0.038881054,0.201414962,0.103565911,0.066281089,0.012232015,0.006070364,XXX,
sp|Q3U7R1|ESYT1_MOUSE,Extended synaptotagmin-1 (multiple isoforms),5,5,16372.58221,20700.46523,10486.58671,31181.21927,23262.39049,16516.6255,6628.931442,1716.896959,0.129054445,0.163168339,0.082658961,0.245781325,0.183362334,0.130189845,0.052251566,0.013533185,null,
sp|Q587J6|LITD1_MOUSE,LINE-1 type transposase domain-containing protein 1,5,5,18688.61742,17095.36539,9092.635088,34291.81906,47593.36639,109905.6244,83707.01204,15427.78745,0.055653643,0.050909029,0.027077352,0.102119094,0.141730348,0.32729272,0.249274737,0.045943077,null,
sp|Q61543|GSLG1_MOUSE,Golgi apparatus protein 1,5,5,53510.83216,87599.49791,27476.17437,188828.2481,99710.71401,77225.56992,35998.95118,24482.01339,0.089959572,0.147267628,0.046191487,0.317448032,0.167628362,0.129827531,0.060519527,0.041157862,PLM-GOL,
sp|Q62318|TIF1B_MOUSE,Transcription intermediary factor 1-beta (multiple isoforms),5,5,13468.15409,23034.00205,5459.058986,56674.63024,55239.90782,337159.729,163155.6314,298202.6953,0.014141371,0.024185376,0.005731935,0.059507558,0.05800112,0.354012937,0.1713111,0.313108603,NUC,NUC
sp|Q791V5|MTCH2_MOUSE,Mitochondrial carrier homolog 2,5,5,39638.71938,45237.31438,17873.75099,133800.5848,420160.3282,288300.0159,80344.49232,3458.126,0.038528583,0.043970381,0.017373172,0.130053315,0.40839316,0.280225778,0.078094334,0.003361276,MIT,
sp|Q8BKG3|PTK7_MOUSE,Inactive tyrosine-protein kinase 7,5,5,119502.3644,123455.2279,8805.633345,95550.05538,46694.99399,46861.65276,5072.177055,3979.811553,0.265606898,0.274392563,0.01957147,0.212370307,0.103784662,0.104155079,0.011273461,0.008845561,null,
sp|Q8VEK3|HNRPU_MOUSE,Heterogeneous nuclear ribonucleoprotein U,5,5,132855.871,158678.8231,34352.16272,231493.3518,206511.0741,435880.0709,411110.9416,606840.1869,0.059906446,0.071550352,0.015489838,0.104383372,0.093118537,0.196544011,0.185375287,0.273632157,PLM-NUC,
sp|Q91YQ5|RPN1_MOUSE,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,5,5,13531.18984,16087.38064,7567.362535,33082.91986,32065.67784,25676.55431,8492.066306,1019.560682,0.098392401,0.116979809,0.055026275,0.240563318,0.233166416,0.186707737,0.061750282,0.007413762,ERT-MEL,
sp|Q9CPY7|AMPL_MOUSE,Cytosol aminopeptidase (multiple isoforms),5,5,15671.18687,17961.88871,5009.353604,31192.8463,99091.37672,65230.8358,20589.49187,84116.38409,0.04624633,0.053006287,0.014782813,0.092051398,0.292422809,0.192498932,0.060760454,0.248230978,CYT,
sp|Q9CZ13|QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial",5,5,10485.16191,12076.85544,4533.373633,47335.31694,208510.9643,123923.8353,37688.25722,39.77017374,0.023583703,0.027163813,0.01019667,0.106468748,0.468992345,0.278735127,0.084770142,8.95E-05,null,
sp|Q9QXZ0|MACF1_MOUSE,Microtubule-actin cross-linking factor 1 (multiple isoforms),5,5,14428.01081,11288.76314,2350.778347,13805.31851,15597.0219,21898.73783,10729.86523,12759.82915,0.140270715,0.109750603,0.022854527,0.134216832,0.15163597,0.212901949,0.104316935,0.124052469,SKE,
sp|Q9WTI7|MYO1C_MOUSE,Myosin-Ic (multiple isoforms),5,5,55584.38212,59808.31367,7328.614288,38974.22176,15880.26857,12716.74236,3582.043971,6312.501427,0.277662174,0.298762094,0.036608826,0.194688989,0.079327137,0.063524289,0.017893482,0.03153301,PLM-SKE,
tr|A2AQR0|A2AQR0_MOUSE,"Glycerol phosphate dehydrogenase 2, mitochondrial",5,5,12268.60657,13588.47079,4601.009998,45575.91495,183976.5506,106782.1122,29291.26329,2550.579733,0.030776579,0.034087543,0.011541926,0.114330079,0.46151687,0.267869715,0.073478996,0.006398291,MIT,
sp|O70133|DHX9_MOUSE,ATP-dependent RNA helicase A (multiple isoforms),4,4,10249.08349,8373.119838,2920.975683,9433.920794,9742.490804,20543.66334,73543.19771,37315.99226,0.059545305,0.048646299,0.016970336,0.054809359,0.056602094,0.119354936,0.427272563,0.216799108,NUC,RIB
sp|P05064|ALDOA_MOUSE,Fructose-bisphosphate aldolase A,4,4,44207.41395,51683.26913,6784.046533,42440.71341,21330.71589,18260.0129,7420.914324,467455.1165,0.067023358,0.078357586,0.010285369,0.064344843,0.032339738,0.027684211,0.011250932,0.708713963,null,
sp|P05201|AATC_MOUSE,"Aspartate aminotransferase, cytoplasmic",4,4,10196.87164,12799.91621,1792.332366,7238.46855,4280.954346,1581.821205,417.1814824,185469.3725,0.045567129,0.057199448,0.00800946,0.032346806,0.019130455,0.007068742,0.001864274,0.828813686,CYT,
sp|P05202|AATM_MOUSE,"Aspartate aminotransferase, mitochondrial",4,4,16908.49345,20040.5751,4649.851502,67490.60945,263511.7643,197447.4297,36834.9481,7491.641088,0.02752144,0.032619434,0.007568422,0.109852411,0.42891008,0.321379173,0.059955124,0.012193916,PLM-MIT,
sp|P06745|G6PI_MOUSE,Glucose-6-phosphate isomerase,4,4,13006.33987,15488.09491,5134.859367,11142.38422,5538.422194,3009.130081,2100.831545,217849.7608,0.047595229,0.056676931,0.018790437,0.040774294,0.020267229,0.011011571,0.007687755,0.797196553,ECM,CYT
sp|P09055|ITB1_MOUSE,Integrin beta-1,4,4,121339.9688,116627.4955,14552.20089,92311.66838,46016.15787,40305.41656,16736.57581,7437.018105,0.26649002,0.256140363,0.031959925,0.202737306,0.101061892,0.088519812,0.036757307,0.016333374,MEL,PLM
sp|P09405|NUCL_MOUSE,Nucleolin,4,4,44154.90316,39862.9747,7380.331538,37662.24299,30896.34877,37213.77944,19489.6104,251368.4149,0.094342317,0.08517209,0.015768975,0.08046996,0.066013804,0.079511763,0.041641921,0.537079169,NUC-RIB-CYT,
sp|P16858|G3P_MOUSE,Glyceraldehyde-3-phosphate dehydrogenase,4,4,36622.48038,39072.49905,6470.507169,39752.08684,24407.28544,31170.8654,28352.38686,500107.6057,0.051876456,0.055346955,0.009165599,0.056309604,0.034573394,0.044154137,0.040161707,0.708412148,NUC-CYT,
sp|P17426|AP2A1_MOUSE,AP-2 complex subunit alpha-1 (multiple isoforms),4,4,133838.1976,143743.2686,40101.97012,106009.9233,91490.79778,78831.88225,56135.29829,39572.05191,0.194046192,0.208407125,0.058142106,0.153699186,0.132648536,0.114294924,0.081388132,0.0573738,PLM-VES,
sp|P19253|RL13A_MOUSE,60S ribosomal protein L13a,4,4,208875.9359,178333.8443,125549.1614,318369.9037,297580.9247,301775.6407,771221.5262,261895.3268,0.084784764,0.072387433,0.05096162,0.129229425,0.120790977,0.122493653,0.313046281,0.106305848,RIB,
sp|P20060|HEXB_MOUSE,Beta-hexosaminidase subunit beta,4,4,247840.4709,306957.1847,164731.8687,424606.2239,191680.5789,56108.17648,31985.81663,19848.97013,0.171663291,0.212609669,0.114099261,0.294097657,0.132764915,0.038862556,0.022154536,0.013748116,LYS,LYS
sp|P25206|MCM3_MOUSE,DNA replication licensing factor MCM3,4,4,17423.68542,16510.56307,24690.63578,17257.39,10299.45395,20186.13214,14103.02945,45956.5355,0.104692393,0.099205783,0.148356773,0.103693186,0.061885557,0.1212909,0.084739816,0.276135591,null,
sp|P26443|DHE3_MOUSE,"Glutamate dehydrogenase 1, mitochondrial",4,4,9167.468032,12184.91859,3620.240608,59757.10561,260126.6765,164634.0824,38539.34562,1338.006609,0.016687304,0.02217989,0.00658983,0.108774305,0.473501825,0.299679139,0.070152169,0.002435539,MIT,
sp|P27659|RL3_MOUSE,60S ribosomal protein L3,4,4,91999.80509,147132.7988,30938.03125,385963.3611,346352.371,368820.0936,409419.4113,299496.0955,0.044228082,0.070732775,0.014873181,0.185548428,0.166505799,0.177306956,0.196824714,0.143980065,RIB,
sp|P32507|PVRL2_MOUSE,Poliovirus receptor-related protein 2 (multiple isoforms),4,4,104753.6895,101691.9194,35380.92845,75992.66089,30629.25322,16904.29027,5835.570854,2935.308833,0.279997529,0.271813683,0.094570154,0.203121793,0.081869338,0.045183702,0.015597975,0.007845826,PLM,
sp|P35486|ODPA_MOUSE,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",4,4,8092.238012,8984.202504,2662.350116,30471.19238,132174.4366,81970.79406,17874.90623,1780.675055,0.028492713,0.031633313,0.009374116,0.107288853,0.465385256,0.288618586,0.062937418,0.006269744,MIT,
sp|P37040|NCPR_MOUSE,NADPH--cytochrome P450 reductase,4,4,10537.26173,11374.82424,5752.766505,16279.45384,12936.881,10079.61595,4029.207407,1717.998744,0.144925735,0.156445271,0.079121496,0.223901795,0.177929242,0.138631439,0.05541628,0.023628741,ERT,
sp|P51660|DHB4_MOUSE,Peroxisomal multifunctional enzyme type 2,4,4,10363.42427,10799.99644,2495.453836,16793.72014,23220.76686,44740.59166,25195.07651,2195.427687,0.076311371,0.079526082,0.018375346,0.123661038,0.17098678,0.329448624,0.185524665,0.016166094,PER,PER
sp|P62806|H4_MOUSE,Histone H4,4,4,17457.81409,20345.31818,92.99394621,57035.47482,89695.00932,1252752.301,344721.3814,52340.26047,0.009516697,0.011090748,5.07E-05,0.031091482,0.048895021,0.682907003,0.187916354,0.028532001,NUC,NUC
sp|P63017|HSP7C_MOUSE,Heat shock cognate 71 kDa protein,4,4,18492.55406,36354.64597,8357.360605,70584.19107,40915.67373,63668.77805,19423.01185,862554.2869,0.016506043,0.03244935,0.007459595,0.063001883,0.036520423,0.056829339,0.017336549,0.769896818,MEL-CYT,CYT
sp|P67778|PHB_MOUSE,Prohibitin,4,4,37906.83245,48541.33332,31667.1051,228266.7317,940933.6218,556527.5631,174268.9864,3730.137897,0.018748659,0.024008466,0.0156625,0.112900363,0.465384277,0.27525765,0.086193164,0.00184492,MIT,
sp|P97461|RS5_MOUSE,40S ribosomal protein S5,4,4,97504.20752,79336.50176,20622.53299,135463.1876,129528.1981,135963.8142,396240.1764,211032.406,0.080869979,0.065801686,0.017104327,0.112353153,0.107430673,0.112768372,0.328641558,0.175030254,RIB,
sp|Q02257|PLAK_MOUSE,Junction plakoglobin,4,4,55376.59548,29355.84461,7703.269158,25062.95188,14086.30631,7798.152389,3839.073475,1748.655565,0.38198435,0.202494811,0.053136677,0.172882701,0.097166475,0.053791176,0.026481693,0.012062119,PLM,
sp|Q07113|MPRI_MOUSE,Cation-independent mannose-6-phosphate receptor,4,4,27063.36456,103779.8697,57557.13745,128151.1491,43767.90893,15397.90874,5909.609413,5488.021555,0.069910406,0.268085395,0.148682283,0.331041575,0.113061784,0.039776061,0.015265773,0.014176723,LYS,
sp|Q07417|ACADS_MOUSE,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",4,4,6142.707355,6621.379551,1707.928052,25251.58994,113914.3444,73208.61013,15225.5901,1590.551506,0.02520988,0.027174367,0.007009395,0.103633383,0.467508338,0.300450622,0.062486339,0.006527677,MIT,
sp|Q3V3R1|C1TM_MOUSE,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",4,4,4737.938394,6741.424555,1698.302598,32504.86237,129600.0774,90023.33149,17544.61642,2308.610504,0.016615066,0.023640919,0.00595563,0.11398849,0.454483299,0.315695033,0.061525697,0.008095866,MIT,
sp|Q61553|FSCN1_MOUSE,Fascin,4,4,238538.7266,348576.9927,64928.14163,226486.9447,90129.3233,30618.60006,12601.72775,227096.0132,0.192528859,0.281342706,0.052404661,0.182801651,0.072744984,0.024712818,0.010171079,0.183293241,SKE,
sp|Q61739|ITA6_MOUSE,Isoform Alpha-6X1A of Integrin alpha-6,4,4,74683.28689,58301.12671,7599.622467,39531.64843,25912.56819,19867.46512,4387.320294,998.2866051,0.322911013,0.252078834,0.032858781,0.170924516,0.112039172,0.085901727,0.018969626,0.00431633,ECM,PLM
sp|Q62351|TFR1_MOUSE,Transferrin receptor protein 1,4,4,21037.26438,33215.66188,39822.68076,30049.62334,11448.52812,5845.125554,4661.261322,2148.946376,0.141923992,0.224083285,0.26865631,0.202724195,0.077235366,0.039433052,0.031446333,0.014497467,PLM-END-MEL,LYS
sp|Q78PY7|SND1_MOUSE,Staphylococcal nuclease domain-containing protein 1,4,4,73824.98694,73179.48992,33025.10395,129522.5974,128883.3337,122801.2876,165768.0722,24101.05857,0.098288382,0.097428987,0.043968637,0.172442517,0.171591421,0.163493966,0.22069866,0.032087429,MIT-NUC-MEL-COM,
sp|Q8BH04|PCKGM_MOUSE,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",4,4,965.4592878,1372.475029,331.6467708,5974.25927,22971.46985,15113.86613,1870.294461,527.9110726,0.019652162,0.027937068,0.006750752,0.121607524,0.467589946,0.307646481,0.038070306,0.01074576,MIT,
sp|Q8CGK3|LONM_MOUSE,"Lon protease homolog, mitochondrial",4,4,2631.507732,3066.280311,676.8674519,8045.146446,27074.68002,19987.76548,3863.907887,753.4604722,0.039811241,0.046388777,0.010240112,0.121712454,0.409604197,0.302388527,0.05845583,0.011398863,null,
sp|Q8VEM8|MPCP_MOUSE,"Phosphate carrier protein, mitochondrial",4,4,22955.77037,27673.79113,19499.5121,119947.4866,509525.5046,329440.45,117592.0171,703.4381444,0.020007854,0.024119999,0.016995439,0.104544162,0.444093648,0.287134618,0.102491175,0.000613105,MIT,
sp|Q925I1|ATAD3_MOUSE,ATPase family AAA domain-containing protein 3 (multiple isoforms),4,4,14985.29916,20067.38334,5213.00097,52617.74361,188924.4974,121469.7548,25104.98374,2322.83838,0.034792449,0.04659189,0.0121034,0.122166407,0.43863962,0.282025083,0.05828805,0.005393101,MIT,
sp|Q99JR1|SFXN1_MOUSE,Sideroflexin-1,4,4,7374.51337,8717.816236,2534.616489,26875.04273,85579.93588,55685.58512,10805.42205,2993.691825,0.036768398,0.043465937,0.01263728,0.133995588,0.426690814,0.277641335,0.053874477,0.014926172,MIT,
sp|Q99KI0|ACON_MOUSE,"Aconitate hydratase, mitochondrial",4,4,5507.358314,5437.900166,2577.2584,22598.3203,101775.3964,56520.72534,18040.82315,2216.709571,0.025654461,0.02533091,0.012005424,0.105267841,0.474091708,0.263285707,0.084038038,0.01032591,MIT,
sp|Q9D6R2|IDH3A_MOUSE,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (multiple isoforms)",4,4,4545.597686,5696.441603,4101.078653,17410.95194,102742.2314,76141.40015,32111.00627,1671.927846,0.018597438,0.023305895,0.016778774,0.07123356,0.420350071,0.311517888,0.131376003,0.006840371,MIT,
sp|Q9D8N0|EF1G_MOUSE,Elongation factor 1-gamma,4,4,40781.21709,39120.8179,8038.675181,63602.34743,53304.18675,221813.3516,47270.83829,166452.3365,0.063682465,0.061089646,0.012552903,0.099319112,0.083237879,0.346375661,0.073816421,0.259925913,RIB,
